Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.4547625215373,21.2214113617117,2.85837903721963,9.25883837149067,7.90868490927852,1.77258279221226,0.0134802410314876,-3.14198577404412,8.75543519020847,3.00542921786406,-2.65551584151116,1.45173553426947,2.57444953025517,-0.969216929055989,1.42682206012475,-9.783030037381,3.87650156028197,2.1941905448334,8.67979993646819,..,..,..,..,..,..,..,..,..
Eritrea,ERI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7209.16465367466,8248.45024890848,10089.9150373331,10445.2197700014,11452.6345839426,12365.6216416362,12520.6288566516,12348.9668654206,11673.9373851533,12256.0065802218,12083.2833672349,11220.1168910552,10885.6723377,10743.8140130774,10305.9093277568,10179.710634144,8985.19504029426,9162.56410054242,9214.41648995463,9878.5552581043,..,..,..,..,..,..,..,..,..
Estonia,EST,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10074197029.7528,9908736271.44627,10357272911.8028,10868505101.994,12286468319.373,12818509364.9061,12766795274.3992,14057073774.981,14897630320.6614,15911026263.4956,17114964309.6932,18273211940.1469,20007394086.0989,21951864648.9045,23614406696.2817,22412683023.0189,19177666091.9378,19693608289.0773,21159587906.6741,21820792521.897,22114540699.3116,22775173863.4544,23195350011.7364,23934775341.8769,25250985667.4433,26350783451.008,27667385533.0764,..
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.6424213048235,4.5266785598991,4.93597295875719,13.0465340363945,4.33030087819655,-0.403432950234276,10.1065182988335,5.97959830855058,6.80239689817408,7.56669008183242,6.76745571591827,9.49029733597042,9.7187597467109,7.57358007607853,-5.08894290133486,-14.4338673230625,2.69032839901406,7.44393610392831,3.12484637290247,1.34618473238244,2.98732482453686,1.84488667705067,3.18781708302028,5.49915471010711,4.35546476501582,4.99644378512059,..
Estonia,EST,GDP per capita (constant LCU),NY.GDP.PCAP.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6041.0654241136,6070.28582290494,6459.37030586774,6878.94763611601,7865.64251697885,8285.45416244636,8227.76289629734,9015.58857110134,9615.73860955324,10335.0984159205,11187.1162600677,12015.8181351143,13231.6576553302,14603.4674527216,15781.3012799475,15018.4153647099,12875.4731119545,13252.0535496348,14281.8193529044,14780.9171570792,15033.3028072143,15523.053223739,15799.0758753755,16297.9761208096,17173.4224797022,17859.1397581047,18681.919032209,..
Eswatini,SWZ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,528635780.458809,601289545.894262,633905260.354339,691075107.597444,730766915.904379,832405223.952511,814762913.272847,822988701.861222,833910821.355278,859819972.351148,966859409.291589,1108421559.97058,1121418555.15506,1134901986.08483,1204831866.94384,1250524099.72383,1403894353.31792,1608955448.86439,1714660951.01254,1936042610.89368,2342960057.23121,2384204971.95253,2461124356.8168,2537569688.87959,2598488897.00963,2723882916.74384,2828535959.4338,2916299924.52099,2992241523.61646,3080538837.00463,3134761673.28704,3167826039.30577,3306579958.75969,3434882323.55049,3559359512.71883,3772877536.49371,3998954653.06762,4176323311.07987,4210638652.65064,4276537204.56414,4438778547.23269,4538528099.77401,4783214187.59661,4967954924.2287,5013322114.45869,5123781850.14176,5180180259.43561,5285160250.74126,5410503623.58699,5531910970.77198,..
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,13.7436337306559,5.4242942826437,9.01867373858811,5.7434869047628,13.9084441066064,-2.11943776564645,1.00959290787206,1.32712872842066,3.10694505124201,12.449052171671,14.6414410739109,1.17256787975369,1.20235489842678,6.1617550869083,3.7924156916512,12.2644780398839,14.6065902367823,6.56982157105446,12.9111040728149,21.0180005361395,1.76037634931167,3.22620688108395,3.10611415676941,2.40069103902883,4.8256515499647,3.84205363771881,3.10280535039624,2.60403940132949,2.95087521148541,1.76017376022224,1.05476490606893,4.38009908790089,3.88021358597126,3.62391422596625,5.99877654987925,5.9921668378351,4.43537557686975,0.821663913800052,1.56504885243515,3.79375496828149,2.247229761068,5.39130930653025,3.86227188218196,0.9131964947738,2.20332412642091,1.1007183940177,2.0265702359378,2.37160969391897,2.24391952452849,..
Eswatini,SWZ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,..,..,..,..,..,..,..,..,..,..,9453.74524930841,10444.8606571962,10696.718441971,11326.3671505592,11626.2973208815,12845.4749551287,12187.051759216,11924.7563220982,11697.6198444514,11668.0392036107,12684.4127323265,14051.0735066899,13732.1002650001,13421.8887772862,13760.9493823668,13795.7291011043,14962.9884120261,16575.0597089091,17090.1927968073,18698.8825395394,21971.0438705284,21753.5258723289,21892.604784583,22045.923312448,22079.8580903903,22665.3624515963,23071.5071686332,23344.968580877,23549.7542651528,23898.6070929919,24045.2888550727,24102.9575506926,25024.1405060943,25900,26747.4830602775,28233.9011371278,29766.4901379414,30891.1588909818,30928.6449290201,31189.247796858,32148.4334222045,32650.2679024507,34179.2044384817,35252.6607896846,35308.7734390482,35791.8147283985,35862.8986592267,36239.3558407935,36725.3393135485,37158.9630965135,..
Ethiopia,ETH,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8227603581.96336,8302969570.96223,8986719589.93334,8730775888.12342,7757787405.46445,8507314752.23643,9686371611.63207,9735159432.1337,9700011205.55305,9964477334.01904,9253264787.04285,8450777235.35501,9561448857.12288,9866455689.20831,10471023887.6987,11772171512.2639,12141100401.7836,11721244257.5256,12326311978.1412,13074915711.7851,14160304516.1707,14374794288.769,14064103274.8829,15972968197.1422,17860775923.0952,19795942246.2104,22063798449.1645,24444156129.4695,26595865976.5256,29933790334.3418,33279878089.9327,36157859258.9667,39984181569.4229,44085556179.422,48667131302.6327,53258136694.1367,58351845887.8687,62329193945.7567,67542461142.9249,..
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.91601385808238,8.23500571846454,-2.8480214526401,-11.1443529776379,9.66161235926664,13.8593303966529,0.50367487907485,-0.361044180382279,2.72645178301019,-7.1374797004965,-8.67248014788842,13.1428339765154,3.18996458217961,6.12751141376545,12.4261737774646,3.13390685087593,-3.45813913371742,5.16214582105535,6.07321747957957,8.30130632052328,1.51472570631101,-2.16135972205798,13.5726031368695,11.8187659466494,10.834727065877,11.4561670000236,10.7885216853725,8.80255319782566,12.5505383459308,11.1782962271641,8.64781163337416,10.5822700482672,10.2574929610051,10.3924630202334,9.43348265784402,9.56418964295607,6.81614779681703,8.3640856990789,..
Ethiopia,ETH,GDP per capita (constant LCU),NY.GDP.PCAP.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6732.00808528824,6608.06922863577,6937.08690988157,6528.69749010348,5618.77357954094,5968.77465262768,6582.14167688162,6404.23427714433,6172.1751149623,6126.55207453291,5491.77979732259,4838.61853077727,5282.2592033266,5264.51902881496,5404.2634008595,5886.40072699446,5889.44995096416,5521.11904282421,5640.51609146746,5813.06657849829,6116.93363219932,6034.06537024965,5737.71414957651,6334.86902694192,6888.09844918375,7425.97227063298,8052.52159707569,8680.05657999305,9187.31886449939,10056.4940909834,10870.5521927037,11481.1057561667,12342.1731131111,13232.4371744795,14210.5063498596,15135.5642991254,16147.301479932,16801.8959728645,17743.5600760287,..
Faroe Islands,FRO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2320424601.26954,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,697947700.147456,722498582.845284,748552619.711656,796151373.901158,834981911.448313,812435170.769703,812435170.769703,920910120.026034,993811405.478829,1019614829.28454,1149133555.66745,1228297213.08077,1320238657.83633,1473556237.11858,1511885643.85268,1519901830.69653,1561488825.98616,1653679311.21615,1684493995.49835,1890420350.43925,1860108274.24809,1977852952.19286,1859607286.39742,1785964550.36261,1935860992.12104,1846550531.78818,1989656498.53641,1858040323.3511,1875798634.25709,2015332399.89483,2132221733.89098,2074651667.56114,2201205458.90566,2248091848.8416,2362744524.33173,2421813102.90778,2538060142.26622,2482222835.15933,2514491743.22458,2735766984.42456,2689258989.02238,2743044172.74937,2830821561.96665,2859129759.03756,3010663627.82095,3031738285.33158,3087900748.10844,3061633387.30472,3093253759.97435,3050380096.46824,3140508835.9485,3225464091.79962,3270985530.40632,3425841164.88768,3617795881.2961,3780669706.99817,3873097741.84049,4080449106.08539,4236021827.41264,4217157352.32527,..
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,3.51758200401575,3.60610214123437,6.35877197355042,4.87728073078422,-2.70026696021505,0,13.3518283253989,7.91622155816178,2.59641051244337,12.7027111280632,6.88898666503009,7.48527667216281,11.6128685046621,2.6011499098973,0.530211188686664,2.73616324750236,5.90401184406598,1.86340145112767,12.224819767314,-1.60345693401568,6.32999054812331,-5.97848619961047,-3.96012300949157,8.39302447117407,-4.6134748670672,7.74990796540254,-6.61501999375932,0.955754871560657,7.43863243577883,5.80000271926605,-2.70000372919846,6.10000190987678,2.13003242138274,5.09999960852174,2.49999853846872,4.80000043020962,-2.1999993686925,1.30000045153811,8.79999871927239,-1.69999841605511,2.00000014675206,3.19999911373267,0.999999344757299,5.29999970460935,0.700000402432437,1.85248387199486,-0.850654310045826,1.03279422025967,-1.38603770763581,2.95467242212241,2.70514302901049,1.41131438177968,4.73421948956532,5.60314116065305,4.50201810843242,2.44475296721191,5.35363107429259,3.8126372191541,-0.445334699771735,..
Fiji,FJI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4494.50932093753,4495.31515444831,4498.19161573873,4623.8163372948,4695.9661318988,4436.94309859671,4321.12160177018,4781.86712627727,5047.06415528458,5068.75468258424,5593.46874462612,5854.27437668169,6162.5516824585,6738.01468944487,6775.39764382558,6678.89304326685,6733.98349210146,7003.55212208985,7004.26072970303,7706.21336993972,7418.86990370034,7698.07562778089,7050.92258815277,6601.61886243933,7002.60678588327,6573.57524027818,7015.36858628118,6522.76387383241,6574.65758564143,7047.50065295743,7415.53457910454,7148.32261582456,7491.98905528639,7545.21387140827,7819.7506821367,7913.78044298288,8198.89352946126,7934.05774431841,7962.6600779597,8597.33797344175,8402.17519969026,8539.48312190927,8798.34788293753,8877.41313309055,9327.52537109041,9350.0155792815,9451.14353702876,9277.50905894593,9271.63898026997,9054.48803179806,9255.00501268873,9465.3939028246,9581.00452102665,10028.341928448,10579.9160485335,11028.5542586173,11249.325136778,11783.2286180893,12149.0736097922,12007.0385739472,..
Finland,FIN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,53974754755.8184,58079356996.9786,59811251790.3475,61776111005.0218,65012367852.9417,68459881274.0802,70084313093.1861,71604321917.9151,73253577092.4441,80281003555.5829,84145519763.9448,86128763490.7244,92791241503.5585,99271622065.1744,102484580912.941,104334323348.303,104693632484.253,104944385071.652,108008454061,115700736634.21,121935904729.204,123540433514.663,127380179760.102,131350086895.217,135602798145.174,140415201220.737,144284529486.557,149442450560.168,157239087851.755,165238066162.747,166345617005.807,156553968259.734,151396047186.122,150393808335.618,156353993801.959,162947234504.451,168922802621.39,179622027752.75,189424326026.161,197720307821.777,209135417846.354,214593892247.035,218257329651.004,222630735544.115,231518357747.349,237954222101.415,247537613424.007,260655464541.708,262698990509.619,241487498615.708,249181190476.369,255529492050.108,251958350549.727,249686451384.475,248775325156.743,250127815128.557,257160053013.502,265569629767.381,269599884224.073,272688247151.838,..
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,7.60467047924426,2.98194553610325,3.2850996357034,5.23868659789346,5.30285780228277,2.3728230152817,2.16882888287419,2.30328998355674,9.59328778480035,4.81373679601094,2.35692135759953,7.73548550195038,6.98382784475125,3.23653304028531,1.80489827726724,0.344382485474924,0.239510829311158,2.91970741193541,7.12192637149123,5.38904788022778,1.3158788537492,3.10808869307027,3.11658151416627,3.23769199585604,3.54889658723026,2.75563345861494,3.57482613830207,5.21715032265726,5.08714367418199,0.670275844289762,-5.88632806942667,-3.29466006575714,-0.661998030419085,3.96305242370121,4.21686746987953,3.66717982978477,6.33379565418399,5.45718050065875,4.37957572274557,5.7733624584817,2.61001912392074,1.70714896198065,2.00378420285061,3.99209129032087,2.77985055556123,4.02740965802573,5.29933650739021,0.783995060876521,-8.0744474323113,3.18595865407703,2.54766483842627,-1.39754572817782,-0.901696316194844,-0.364908156882066,0.543659211765487,2.81145776663433,3.27017227416624,1.51758861140196,1.1455357025294,..
Finland,FIN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,10297.5761083107,11002.7505347269,11254.058700606,11541.8781417459,12079.1355825674,12677.3413798266,12929.601073857,13138.6764554366,13381.0858515722,14673.2844861766,15437.9736305027,15781.9046062075,16901.8127848675,17979.8068228991,18464.804520726,18714.8226444569,18722.7485915207,18715.1648208804,19206.3678530668,20521.7149489264,21560.4656101483,21751.2048007027,22301.9461840469,22860.3519882565,23474.7284968279,24206.653086386,24793.0422674849,25606.6201106501,26864.3506363413,28129.2433623514,28192.5088304641,26388.4844447458,25376.0815169877,25086.4165755607,25968.4262016657,26960.3879564352,27857.5405209371,29534.022006543,31063.1730137472,32348.435012934,34145.0663989804,34956.5767824568,35467.2674180931,36091.7887425585,37423.7878937418,38332.6953986355,39723.76643194,41651.2880243235,41782.8587689349,38225.872099176,39263.6918106438,40077.7837495954,39330.0961530825,38796.3019482358,38495.2005964649,38577.2066988945,39547.9557724115,40745.5120661616,41309.0322317458,41736.2267427267,..
France,FRA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,594143057742.536,623732046562.006,666416961956.774,707959262511.612,755053417127.161,791760397108.247,833342362956.449,874352381611.688,913622247820.131,978575996273.989,1038354070611.79,1093560406549.92,1142895006608.9,1215406902330.3,1267680570458.97,1255512298032.3,1310211941852.18,1355601771435.37,1409534980612.99,1459573319584.54,1482616264182.33,1498465726175.82,1536008235776.98,1555068022253.94,1578607422855.04,1604224769973.7,1641719936119.92,1683779164654.95,1763643204660.16,1840253415111.92,1894061230299.93,1913914322644.16,1944524371204.96,1932299800778.59,1977870042046.03,2019537736337.46,2048073676765.66,2095922750995.07,2171138280346.8,2245421036606.84,2333523930837.68,2379814544862.63,2406838088236.23,2426650234855.52,2495318440945.62,2536821075827.56,2598956033155.96,2661973862041.22,2668760456862.06,2592078593605.6,2642609548930.36,2700554065228.66,2709010438478.52,2724623188257.82,2750675573424.93,2781288181330.75,2811756203322.11,2876185347152.35,2927751436718.37,2971919320115.83,..
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,4.9801118491384,6.84346998523586,6.23367995209179,6.65209950760072,4.86150769580638,5.25183704566086,4.92114891528463,4.49130888579006,7.10947534485236,6.10867981285152,5.31671589688149,4.51137401861739,6.34458067469789,4.30091914308284,-0.959884746223096,4.35675890276836,3.46431200428788,3.97854372235838,3.54998915669242,1.57874525990584,1.06901983853727,2.50539661637579,1.24086486211559,1.51372160344316,1.62278136715794,2.33727634979969,2.56190033450119,4.74314219356484,4.34386106267613,2.92393508123074,1.04817584704435,1.59934267687127,-0.628666351905437,2.35834218111899,2.10669525325974,1.41299367250002,2.33629652937944,3.58865942535427,3.42137379882455,3.92366922704063,1.98372141863292,1.13553148214601,0.823160756684118,2.82975292869891,1.66321998030079,2.44932360111885,2.42473624337305,0.254945960124005,-2.87331382849631,1.94943762312663,2.19270063266654,0.313134751077172,0.576326674771792,0.956183052371557,1.1129123405747,1.09546440372048,2.29141999417021,1.79286392711333,1.50859403033795,..
France,FRA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,10073.2649468212,10436.3881697973,10995.9652730139,11518.4611856287,12122.9869961962,12562.448353034,13087.6392397878,13611.2126971368,14111.4470597927,15001.4497660634,15796.5512470924,16505.022536944,17111.8082429576,18055.6854948944,18697.1334446915,18401.2109459816,19100.6835998702,19672.5257107414,20371.3721629206,21008.0249659132,21245.1365423586,21368.1371645571,21790.0285707194,21940.3780752349,22148.3988882323,22381.8690687176,22775.7781974741,23226.157813992,24190.8413584198,25105.2528078427,25708.2067206992,25834.1145441414,26117.1022342665,25840.7041136135,26351.8436874612,26809.9705889461,27092.69331633,27627.7526813166,28513.9229885718,29338.1698987373,30281.1860291402,30657.9421595722,30781.4047304415,30815.5947783405,31455.1367640437,31738.1584055841,32289.6165205845,32868.5672108907,32768.7221949445,31663.8470095371,32122.0269446897,32667.9825835387,32612.0507904615,32631.5872768802,32787.9188866183,33035.1477796448,33309.0278739449,34000.7972555911,34557.909388287,35032.1961599356,..
French Polynesia,PYF,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,9.57657823321398,-4.73916661508066,14.9308021381053,-2.68594101286762,1.62671134424308,12.0024086435434,-4.69507872897101,7.8025611188126,18.0010489048829,-4.90270239510315,8.20361632274225,2.07899270822934,9.89255929875752,3.92592417389798,0.484901264845377,8.50472937744387,9.97163846384962,5.40631994982289,5.40568608280671,5.40654304195019,8.40000312438367,7.10000435343268,2.39999874410782,3.00000197109196,2.20000012757878,4.89999620301293,0.899997580305097,0.1000032335198,0.800002277894023,0.499993912135068,0.300000310147965,1.90000414548467,6.19999577060079,4.00000464325639,4.0000003434361,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,GDP per capita (constant LCU),NY.GDP.PCAP.KN,..,..,..,..,..,992651.25229564,1050847.35812068,968220.012920646,1076742.6488359,1013705.47358173,995931.825910675,1077561.12115543,991782.698277609,1032526.57863881,1177297.23084681,1082816.81589234,1134340.67810165,1121983.38466377,1195493.95587654,1205140.51307978,1174963.04018891,1237342.64931973,1321146.70367889,1352936.6536121,1386348.8879471,1421861.5438323,1500692.1992993,1566178.29816061,1564507.95955371,1574723.3411606,1575723.54708487,1621932.20054387,1608741.43804676,1584380.29323687,1570549.24952264,1550361.81705958,1525279.63814647,1523129.04950059,1584704.60083776,1615643.24607888,1649098.07413809,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2187247770.68536,2510235219.08997,2697227952.13955,2861554819.58658,2991883007.0677,3241206660.61347,3387320404.89011,3526713817.21498,3615192044.51707,3907404779.48587,4246541810.48166,4682183107.87138,5213000834.13823,5743811183.61285,8011875372.57919,9549363463.02326,12951356470.6877,11321804992.0278,8599000778.65062,8639794892.34795,8860363426.49963,9311828118.39214,9023392343.01637,9529445903.04602,10245002686.4372,10005991964.6294,9925584039.94716,8223739210.38269,9280107562.15776,10073121520.7334,10596141891.2425,11243831433.4095,10896380665.3031,11326412322.1297,11746934243.9414,12331208870.096,12778221236.43,13511482517.5017,13981389394.6225,12732484617.4799,12492736210.5521,12759485289.4389,12727709938.9327,13013743584.1676,13103478949.6987,13454154690.1038,13076553296.6302,13862206744.6223,13403585248.0849,13421054290.8343,14372591916.4792,15391860684.1325,16200099127.6913,17113573955.7522,17852018586.5399,18544480427.5026,18932327518.4725,19021809655.7545,19182154180.1173,19938879843.2225,..
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,14.7668431868332,7.44921159688671,6.09243528403599,4.55445363440386,8.33333566041171,4.50800456670004,4.11515285426293,2.50880088058756,8.08291043381715,8.67934217556071,10.2587309116899,11.3369706830662,10.1824336186273,39.4870951788448,19.1901149100017,35.6253379697775,-12.582091168196,-24.0492060700073,0.474405279722845,2.55293715765217,5.09532927895786,-3.09752039780534,5.60824067925303,7.50890230839578,-2.33294933269416,-0.803597733902933,-17.1460422148976,12.8453532480867,8.54530998982545,5.19223727652398,6.11250348301178,-3.09014565154393,3.94655500790242,3.71275484108966,4.97384776335103,3.62504902027987,5.73836739483843,3.47783358718901,-8.93262280230105,-1.88296639760897,2.13523342197423,-0.249033168543434,2.2473300115045,0.689543058464849,2.67620333310926,-2.80657835569052,6.00810802487668,-3.30843064878751,0.130331119816617,7.08988731455126,7.09175334258654,5.25107691750407,5.63869900338696,4.31496444107469,3.8788993950789,2.09144220829562,0.472642030911146,0.842950945596527,3.94494620364154,..
Gabon,GAB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1258990.96177495,1430989.31097135,1521082.7417869,1594132.88766954,1643509.08410253,1752206.97145086,1798319.34978421,1835329.91342077,1842444.71636684,1950412.94460621,2077727.47855982,2247778.9681542,2457233.40994991,2658690.70699287,3639459.46510551,4252168.27527736,5646114.62469119,4827309.21634591,3582560.30369453,3514689.90417445,3517375.11578791,3605420.03273819,3405777.04030474,3504432.78341864,3669053.93738783,3488171.79352636,3366763.09973084,2713463.14896889,2978172.50890125,3144328.37878947,3217793.88849569,3322469.60113058,3133744.61633447,3171383.01313487,3203647.52458016,3277158.66651428,3310493.47125445,3413411.63275033,3445416.78485139,3061787.74156584,2932458.27640106,2924498.59022594,2848578.18157826,2842783.03848698,2790831.69903863,2789780.64706817,2636398.33094664,2714281.49710541,2545040.40887958,2466513.84180791,2551593.986048,2634421.37839948,2669675.55927306,2715618.48590396,2732451.5832891,2745337.01073992,2718740.18675484,2656249.95459659,2609816.66489719,2646214.93625778,..
"Gambia, The",GMB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,289673615.686113,289673615.686113,317413176.701695,325143847.250627,345152700.753927,344925324.39439,345759025.39158,377742873.656079,399949597.601764,449517067.352982,482562081.686254,499160171.513747,530689355.771208,523640829.086235,556473525.929312,574958986.655117,570562950.06354,632658615.485035,655024725.401773,649704191.03673,676284049.081488,692882308.940395,723901450.697822,766580666.855552,793862348.052533,818527962.577334,846183475.101921,871671379.1852,873016768.742099,880715451.758744,900298561.77292,944413183.287107,977467632.444173,1040025551.63557,1097226959.22541,1160866125.52931,1123137974.71176,1200297549.32606,1284918526.56131,1254700720.29747,1247729841.77412,1285701374.04879,1366133637.45789,1457196339.40745,1543292392.54605,1417815865.36988,1492131665.73837,1534997158.54229,1513393877.23254,1574808517.71584,1605412711.08929,1682835525.09159,1804586829.80976,1913886426.74237,..
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,0,9.57614346404272,2.43552288196196,6.15384657359871,-0.0658770332784258,0.241704780202511,9.25032925121076,5.87879361713732,12.3934290841752,7.35122573384371,3.43957605817108,6.31644631458603,-1.32818316559784,6.27007960788136,3.32189401012994,-0.764582638694151,10.8832277690971,3.53525730454034,-0.812264660968282,4.09107073826081,2.45433259611116,4.47682692387733,5.89572187161502,3.55887936867596,3.10703922226696,3.37868879121812,3.01210137437499,0.154345959845131,0.881848240754678,2.22354563838627,4.89999910999681,3.49999870205306,6.39999905009302,5.50000021632955,5.80000024323377,-3.25000014970206,6.86999962173842,7.05000000064635,-2.35172936176019,-0.555580977246521,3.04324950829739,6.25590553394287,6.6657243078367,5.90833580968288,-8.13044422315659,5.24156924630741,2.872768790327,-1.40738249510954,4.0580738039996,1.94335965478776,4.8226112492757,7.23489033258579,6.05676574421921,..
"Gambia, The",GMB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,..,..,..,..,..,..,22466.6864149453,21879.4642143611,23320.1569724072,23219.7540304347,23949.0245423772,23247.1608028324,22626.150188807,23988.1383034805,24630.5048082496,26825.4756455968,27877.1842970303,27888.5006884662,28666.9728337049,27358.3426501497,28139.4435665606,28175.2025428487,27113.1272584929,29115.6209090299,29085.884626932,27700.9310630739,27545.4628555876,26867.33217451,26706.8395241569,26978.2386880327,26770.1226122358,26570.8487084871,26538.1956738607,26477.197128373,25709.8313672305,25146.8334847042,24921.7044028345,25349.4526565855,25439.9356284705,26241.3393906508,26832.247479136,27504.1175700734,25772.9061762735,26676.0484162974,27667.451038304,26190.5020984738,25264.2868587981,25264.7281333392,26059.6377757454,26982.1969350891,27733.1097102603,24720.7382313203,25239.9084309749,25188.8371557729,24094.092217454,24328.8015015389,24071.3422444988,24494.1833258503,25503.6079526267,26269.4250898537,..
